winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
white,D21,Queen's Gambit Accepted: Slav Gambit,bullet,intermediate,intermediate
white,D21,Queen's Gambit Accepted: Slav Gambit,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,advanced,advanced
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,rapid,beginner,beginner
black,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D52,Queen's Gambit Declined,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,rapid,beginner,beginner
black,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,blitz,advanced,advanced
draw,D52,Queen's Gambit Declined,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D52,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
black,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
black,D30,Queen's Gambit Declined,bullet,advanced,advanced
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
black,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,advanced,advanced
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D52,Queen's Gambit Declined,bullet,advanced,advanced
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,beginner,beginner
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,beginner,beginner
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,beginner,beginner
white,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D52,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
draw,D30,Queen's Gambit Declined,rapid,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined,bullet,intermediate,intermediate
black,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
black,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
black,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7,rapid,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7,bullet,intermediate,intermediate
black,D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,bullet,intermediate,intermediate
white,D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,bullet,advanced,advanced
white,D31,Queen's Gambit Declined: Alapin Variation,bullet,intermediate,intermediate
black,D55,Queen's Gambit Declined: Anti-Tartakower Variation,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Barmen Variation,blitz,intermediate,intermediate
white,D50,Queen's Gambit Declined: Been-Koomen Variation,blitz,intermediate,intermediate
black,D52,Queen's Gambit Declined: Cambridge Springs Defense: Capablanca Variation,rapid,advanced,advanced
white,D30,Queen's Gambit Declined: Capablanca,bullet,intermediate,intermediate
black,D51,Queen's Gambit Declined: Capablanca |  Anti-Cambridge Springs Variation,blitz,intermediate,intermediate
black,D31,Queen's Gambit Declined: Charousek (Petrosian) Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Charousek (Petrosian) Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation,rapid,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
draw,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation,blitz,beginner,beginner
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,advanced,advanced
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,advanced,advanced
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,advanced,advanced
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,advanced,advanced
draw,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
black,D37,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Harrwitz Attack,rapid,intermediate,intermediate
white,D35,Queen's Gambit Declined: Harrwitz Attack,rapid,intermediate,intermediate
black,D37,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Harrwitz Attack,bullet,intermediate,intermediate
black,D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,rapid,intermediate,intermediate
black,D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Harrwitz Attack |  Two Knights Defense,classical,intermediate,intermediate
white,D30,Queen's Gambit Declined: Hastings Variation,bullet,advanced,advanced
white,D30,Queen's Gambit Declined: Hastings Variation,bullet,advanced,advanced
draw,D56,Queen's Gambit Declined: Lasker Defense,bullet,advanced,advanced
draw,D56,Queen's Gambit Declined: Lasker Defense,bullet,advanced,advanced
white,D50,Queen's Gambit Declined: Modern Variation,blitz,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
white,D50,Queen's Gambit Declined: Modern Variation,rapid,intermediate,intermediate
white,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
draw,D50,Queen's Gambit Declined: Modern Variation,rapid,intermediate,intermediate
white,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
draw,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
white,D50,Queen's Gambit Declined: Modern Variation,blitz,beginner,beginner
black,D50,Queen's Gambit Declined: Modern Variation,rapid,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,bullet,intermediate,intermediate
white,D50,Queen's Gambit Declined: Modern Variation,blitz,intermediate,intermediate
black,D50,Queen's Gambit Declined: Modern Variation,rapid,intermediate,intermediate
black,D53,Queen's Gambit Declined: Modern Variation |  Heral Variation,bullet,intermediate,intermediate
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,bullet,intermediate,intermediate
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,bullet,intermediate,intermediate
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,blitz,intermediate,intermediate
black,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,bullet,intermediate,intermediate
draw,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,blitz,advanced,advanced
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,bullet,intermediate,intermediate
black,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,blitz,intermediate,intermediate
black,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,blitz,intermediate,intermediate
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,rapid,advanced,advanced
white,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,bullet,intermediate,intermediate
black,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,blitz,intermediate,intermediate
white,D51,Queen's Gambit Declined: Modern |  Knight Defense,bullet,intermediate,intermediate
black,D51,Queen's Gambit Declined: Modern |  Knight Defense #3,bullet,intermediate,intermediate
black,D55,Queen's Gambit Declined: Neo-Orthodox Variation,bullet,intermediate,intermediate
black,D55,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,blitz,advanced,advanced
black,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,blitz,beginner,beginner
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,advanced,advanced
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
draw,D35,Queen's Gambit Declined: Normal Defense,bullet,advanced,advanced
black,D35,Queen's Gambit Declined: Normal Defense,blitz,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,rapid,intermediate,intermediate
black,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,blitz,advanced,advanced
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
white,D35,Queen's Gambit Declined: Normal Defense,bullet,intermediate,intermediate
black,D60,Queen's Gambit Declined: Orthodox Defense,bullet,intermediate,intermediate
white,D60,Queen's Gambit Declined: Orthodox Defense,blitz,intermediate,intermediate
white,D60,Queen's Gambit Declined: Orthodox Defense,rapid,intermediate,intermediate
black,D60,Queen's Gambit Declined: Orthodox Defense |  Botvinnik Variation,blitz,intermediate,intermediate
draw,D50,Queen's Gambit Declined: Pseudo-Tarrasch Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,rapid,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,rapid,beginner,beginner
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,advanced,advanced
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,beginner,beginner
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
draw,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
draw,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,rapid,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,blitz,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,beginner,beginner
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D31,Queen's Gambit Declined: Queen's Knight Variation,blitz,advanced,advanced
black,D31,Queen's Gambit Declined: Queen's Knight Variation,bullet,intermediate,intermediate
white,D38,Queen's Gambit Declined: Ragozin Defense |  Alekhine Variation,rapid,intermediate,intermediate
draw,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,bullet,intermediate,intermediate
white,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,blitz,intermediate,intermediate
white,D41,Queen's Gambit Declined: Semi-Tarrasch Defense |  Exchange Variation,bullet,intermediate,intermediate
white,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,bullet,intermediate,intermediate
black,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,bullet,intermediate,intermediate
black,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,bullet,intermediate,intermediate
black,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,bullet,advanced,advanced
black,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,bullet,intermediate,intermediate
black,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,bullet,intermediate,intermediate
white,D41,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,blitz,intermediate,intermediate
white,D41,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,rapid,intermediate,intermediate
white,D19,Queen's Gambit Declined: Slav |  Dutch Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,blitz,intermediate,intermediate
white,D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,blitz,intermediate,intermediate
white,D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,bullet,intermediate,intermediate
black,D58,Queen's Gambit Declined: Tartakower Defense,bullet,intermediate,intermediate
black,D59,Queen's Gambit Declined: Tartakower Defense |  Makogonov Exchange Variation,rapid,advanced,advanced
black,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,rapid,intermediate,intermediate
draw,D37,Queen's Gambit Declined: Three Knights Variation,blitz,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
black,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,rapid,intermediate,intermediate
draw,D37,Queen's Gambit Declined: Three Knights Variation,blitz,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,blitz,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
black,D37,Queen's Gambit Declined: Three Knights Variation,rapid,intermediate,intermediate
white,D37,Queen's Gambit Declined: Three Knights Variation,rapid,intermediate,intermediate
black,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
black,D37,Queen's Gambit Declined: Three Knights Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Traditional Variation,blitz,intermediate,intermediate
black,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
black,D30,Queen's Gambit Declined: Traditional Variation,blitz,intermediate,intermediate
white,D30,Queen's Gambit Declined: Traditional Variation,blitz,advanced,advanced
white,D30,Queen's Gambit Declined: Traditional Variation,bullet,intermediate,intermediate
white,D44,Queen's Gambit Declined: Vienna Variation,bullet,intermediate,intermediate
black,D44,Queen's Gambit Declined: Vienna Variation,rapid,intermediate,intermediate
black,D30,Queen's Gambit Declined: Vienna Variation,bullet,intermediate,intermediate
black,D44,Queen's Gambit Declined: Vienna Variation,blitz,intermediate,intermediate
draw,D30,Queen's Gambit Declined: Vienna Variation,bullet,advanced,advanced
white,D44,Queen's Gambit Declined: Vienna Variation,bullet,intermediate,intermediate
white,D44,Queen's Gambit Declined: Vienna Variation |  Quiet Variation,rapid,intermediate,intermediate
white,D44,Queen's Gambit Declined: Vienna Variation |  Quiet Variation,bullet,intermediate,intermediate
white,D44,Queen's Gambit Declined: Vienna Variation |  Quiet Variation,bullet,beginner,beginner
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,beginner,beginner
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,blitz,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit,rapid,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Lasker Trap,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Lasker Trap,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,blitz,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,blitz,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
black,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
white,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Austrian Attack |  Salvio Countergambit,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,rapid,intermediate,intermediate
black,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Austrian Defense,rapid,intermediate,intermediate
draw,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Austrian Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Austrian Defense,blitz,intermediate,intermediate
